addressNames,poolholdings
0x184f50cf09eee1baa1f28090c07f950fc938ed3c,2778429.776428
0x21a31ee1afc51d94c2efccaa2092ad1028285549,2752001.51545562
0x1f9ec974a4fb8c8396ae03f9ee693346a1c7223e,2747102.2826296645
0xb9b13ba314ac71a5a72e6edd84cc78a77d90a818,2710838.341
0x9acbb72cf67103a30333a32cd203459c6a9c3311,2696168.753889368
0xa17de10b843f4d5c38cace3cb1d6afc4063f1e59,2664237.5607679556
0xf1774161b98fcd7030beb72b5c5543351a99e4d1,2500000.0
0xbe3c55d06422a811d2fe47a84984d5168cf7fd63,2497755.567412511
0x42a178633240601d3485e1f51d8b62ea58c9b5ae,2478474.6
0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,2437206.0766944927
0xeb0c49a2d24701af162582ab50839d8fc742cd4c,2407029.0
0x69abdfe036ce7b6de7ccd69449a09523b26e0500,2348388.02552567
0xf4e6deea1b4da85c2d68db8d771d37ec1148b853,2300025.516393314
0x7b6ab2ca4bb7b456161baa8d395c4dfc94658d90,2234821.30314853
0x18709e89bd403f470088abdacebe86cc60dda12e,2197556.89366373
0xfd5abf66b003881b88567eb9ed9c651f14dc4771,2181410.2698852243
0x94dbf04e273d87e6d9bed68c616f43bf86560c74,2157502.96260875
0x393b1526377db2cbfaf1d67631b78fb7165d2ce9,2148316.3688
0x42811bb42c62dad881fcdb7442365bd7224c0e85,2145246.83516159
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,2132424.75521171
0x593aebee9117eea447279e5973f64c68d8e977a0,2129548.0
0xf72f6fba7d55b00c25f2e5205e6bca9aaa470434,2076413.729179771
0x8bee7340304a051b16cecee05fb8c999db3b65ed,2037580.4579280699
0x52f737774c470e38b4f0109a2c852b129df14302,2000000.0
0x02dd8d88754be283970841c66592d3ae3020fc7f,1972763.86
0x919fa96e88d67499339577fa202345436bcdaf79,1955118.9092357385
0xdbf5e9c5206d0db70a90108bf936da60221dc080,1945958.9403735052
0xc1dea34675c656006cd2ea207a6512b8a14355d6,1903490.3544408346
0x64fb14af9a416b1cb6b3424faae140ad4a646d7d,1754874.7225725036
0x941b4fdb4b1533ab2cc8b90ff0700f658b4aa642,1749251.401088271
0x3dc606ce9cca12196917a3267a8ae7008e018958,1714331.606473487
0x378791a4cc2144521e7c225ae6085753273eb427,1708396.4135954059
0x00654a72132b81e479cc781401495196ffe48df5,1683069.6643577851
0x9a2bb21be1312b3b356fe2772a605e33091d98b9,1681132.49694829
0x5680b3fcbb64fb161adbd347bc92e8ddeda97008,1647073.4555092177
0x600b8a34ec1cfd8b8af78cfc49708419a16ea2e8,1640482.6116873575
0x742d35cc6634c0532925a3b844bc454e4438f44e,1597316.85827
0x0b07f64abc342b68aec57c0936e4b6fd4452967e,1553358.430045473
0xb8e6d31e7b212b2b7250ee9c26c56cebbfbe6b23,1496017.545692897
0xf32c8bfa79249856b32746fdb039616c4701aae2,1473584.3229040136
0x916ed5586bb328e0ec1a428af060dc3d10919d84,1446090.0068601246
0xd994cb48d7c59a26c186b1cd0b1d4939f7ec89f2,1439430.70309077
0x42b2bd449334950b78627a6bd503e2ad46df65cf,1431841.0143509083
0x957ba98acc283c8655f6cf1aa9c7d9da7485f00b,1426593.0679717518
0xa74e8ae2f83d2564af25420ad4d6a7fe224b053f,1401517.5602449
0xafa5406ab265225cbb16c4f233c32f20dec7109f,1389376.264009345
0x4d4be7ad0cf7b050e0b2dd03d0e3d3be9cdb5954,1384566.3381664043
0xf2bd35ac82328b7016fd41fe4e04436f1da25274,1378902.1028413253
0x7e81f90809a9bc31dff1bb0cf984156934f93351,1362328.795053295
0x575f3f504c2d5f00c2170be9a8a30471a6116925,1353191.6003739745
0xab782bc7d4a2b306825de5a7730034f8f63ee1bc,1351796.7557576965
0x961ace7e59bd86d5156ee548efef32ddd01ae5d7,1350822.9418115038
0xfa2827cdb5ef88473d6da611947cd6941eebc318,1348691.1105005972
0xbd8e4542c109207cf0c16f5973f8e004b4b49c69,1348691.1105005972
0x629108cd306feac6a9a692847c59fba6b51f1899,1342636.638672273
0xfdf6d55c3edd75cb39c620c14ec1b7da5831989c,1341337.182186568
0x09b788cfc3c109540425d998b1004f79874e6971,1331945.88062796
0xcf50b810e57ac33b91dcf525c6ddd9881b139332,1287962.2985394122
0x6a1f5d8457c2ea1dc5205166ad2672ac78642943,1253590.978181302
0xd921d809154e33516f4e933aa5f363347b85224e,1250000.0
0x3fe65692bfcd0e6cf84cb1e7d24108e434a7587e,1236573.3693710992
0x9642b23ed1e01df1092b92641051881a322f5d4e,1231038.1132673216
0x1c4b70a3968436b9a0a9cf5205c787eb81bb558c,1220154.3050147947
0x8a7f8cbe7f11887aed5453dd9391ebef6266d9e9,1191078.8708897524
0x5f542a2322fc996f9176262e415a2504382c2cca,1189747.53472503
0x1579b5f6582c7a04f5ffeec683c13008c4b0a520,1184348.4829321024
0x48ec5560bfd59b95859965cce48cc244cfdf6b0c,1183732.9071009876
0xde3a6d1a3c8331082a1bf0874d4d83113e7fdce5,1172474.4530147705
0xb1fb0ba0676a1ffa83882c7f4805408ba232c1fa,1169740.0842836318
0xb990199e2f102f302bcd7c7b0089a14a0b310766,1163080.7819947
0xea91be909d902a02c67ccfd10ac85dd1d968fab4,1157624.5848786032
0x2ddfecd7c1adc03b750dbb365d6f4b1ddfbf0f55,1143424.29108664
0x83f39d14b3b09f18286067bd422b2e45da2eca3b,1126154.6546
0xb5587a54ff7022ac218438720bdcd840a32f0481,1125317.5452255383
0xe3ecd65cf2ad2eba2aa2be1d0894753b2172abd1,1099091.0
0x8f42bc0e6609c48f66ec5951cf1127c7e98fbaae,1092597.48254242
0x4818233d732270645e09135fc6eb5bf67c2fb330,1083189.149543379
0xdf2c270f610dc35d8ffda5b453e74db5471e126b,1068363.9109484865
0xf38741dc6e31de1c413c5d879e40723bb93ca038,1068067.7734649032
0x0529ea5885702715e83923c59746ae8734c553b7,1050811.7729297176
0x0d0707963952f2fba59dd06f2b425ace40b492fe,1048190.2561974424
0x8607a7d180de23645db594d90621d837749408d5,1044882.8867686306
0x962fd10331f38cf4477a1130c237815287a0eb36,1044281.0082195
0x91dca37856240e5e1906222ec79278b16420dc92,1042925.93897713
0x446b86a33e2a438f569b15855189e3da28d027ba,1038015.4240938054
0x34c0bd5877a5ee7099d0f5688d65f4bb9158bde2,1028414.2279377687
0xe74b28c2eae8679e3ccc3a94d5d0de83ccb84705,1019428.3822386196
0xc540ea574ab9ab4165e55e550f89c8fdce0d306c,1000000.0
0x404de972e8138c4982ace8bdd7fc0e755de33afd,980266.591377875
0xafedf06777839d59eed3163cc3e0a5057b514399,964752.3465941692
0x900e69a0102800c050067d4326732f1d415ad7f1,945000.0
0x3154cf16ccdb4c6d922629664174b904d80f2c35,927562.8288022652
0x6c4a993e53258de7096ec1afc1d99f193dbe3ef1,917095.3792799567
0xca0253a98d16e9c1e3614cafda19318ee69772d0,891431.1987009689
0xc9e531e0469d10435c90ded6994b710df7286416,878438.1346999999
0xbc7cdcfba8328c6d8db2a50296a10d142f13843b,864496.06509014
0x3ebfc212ab2cbb16cbfd52e220381a85fd75d665,845805.5671025892
0xc89b84a9bb8f6ac0a8c3a87e7c398039ba0e343e,840880.3924922578
0x364bab4fe7381a1ec3a14f8e748035d45d6e0e6b,839039.3957077229
0x0c501d43206b97fa4300f1b0962742b4f938f70e,838333.0374746965
0xc8d2f48f7646b0002b6b059281af59b9a6af3663,806951.742074259
0x5d7f34372fa8708e09689d400a613eee67f75543,802835.935
0x90196b6ae4e4371a6139fb0a60bd829b7a0391fe,799999.9999999999
0xe4f02accc88a3000f11afec71c04896127a3aeb5,790088.7591766661
0xb23360ccdd9ed1b15d45e5d3824bb409c8d7c460,786000.48254233
0x3ba6690d509f5b8c280eaf2a5338fa6fa7688969,782079.1759245103
0x39d78f11b246ea4a1f68573c3a5b64e83cff2cae,780900.652413469
0x4a58851be1e163ebcef78cd00307aad38f7ce85c,775617.0965
0x77134cbc06cb00b66f4c7e623d5fdbf6777635ec,773527.125436284
0xe7af87c6c6ec02cc7ee98c3adc555e4231dce8f3,759327.9615421868
0x80360221a2324b404be8c9f589eaaf3c97752f9c,756800.0
0xae5f7b8962d2a186eab07085c74bbe6142467f27,750000.0
0x8dae6cb04688c62d939ed9b68d32bc62e49970b1,743557.2953923302
0x62117fbea9456907d73e7bd3557865a83c786df7,723325.7710958903
0x7ad998ede9af56bb895d7df9c8d17c785e86cf91,685333.867275883
0xc095e413dbdfa46be1dbac8e5fd8398e942f02d6,684175.373514
0xcefcd54daf77728cd2b797f9c5d1713932e11240,680135.7286397322
0xdc09c7a2e2eee8d90070a4048a9a11fb6b5e9334,672189.3437278599
0x66f394a4ac97e2743e1688978c823531105a3459,668424.59096
0x2264783b2ae3cadee4e8a76b8e60dc4af1b1f82b,668275.564212652
0x10a9309c40a4dcd792b1a3c76f9fd4ccf3ac33fe,668221.8
0x97ca371d59bbfefdb391aa6dcbdf4455fec361f2,651385.0355906662
0x47f35013f0edde8c054abcbe1f63f646a9230cf6,648980.9741248097
0x9d6023ee79d534c53ed208f7d21837d47e4b68f9,641078.8905339205
0xdc3000447d6bb56be9be2070297544207d56155b,641042.5975890367
0xe66baa0b612003af308d78f066bbdb9a5e00ff6c,630258.5769956928
0xd6e8376a3a257c5d5a6160238e699ec5a089365e,623704.37
0x5890dd967224ebc818f01655568661bef97ebb81,623117.6625
0x50ce8a72954904f9db182e5a7fbb43746df8d023,605460.90254723
0x5a0c3ef827d18bac3ed2fd6aac519aa63fd495be,605283.53
0x3777c930e4dca196e070d39b60c644c8aae02f23,605259.135847125
0x57f4cf13b325ad101cfe9ad3a84d3b2302aa96c8,599378.9157813408
0xf35d30901f85fb97835c0309586a9170342b0b8e,596763.898448573
0x1c727a55ea3c11b0ab7d3a361fe0f3c47ce6de5d,596652.7023636147
0x535a018104bc9c34ebfd48354003f492e733c7f0,594151.7585244611
0xf60c2ea62edbfe808163751dd0d8693dcb30019c,590520.6017889008
0x310d5c8ee1512d5092ee4377061ae82e48973689,590018.9168136847
0x5b97a1cd49754878630524298296abcad2b4cc2d,582523.3960772103
0x5898210880085c4065d6a3c04df3cd6f1dea9bba,582340.19113153
0xb02f39e382c90160eb816de5e0e428ac771d77b5,573062.0176241073
0x99f5acc8ec2da2bc0771c32814eff52b712de1e5,566257.3515086757
0xe2b91d3e7792f99ca782a72705f19db6203c9175,565516.5927099951
0xcc5b1fef95f632c4a25f95ad88bfe12f928d04cb,565126.7317459238
0x57fe0a7edeb7bd106bf20617117376ec4df57511,564062.9349757704
0x88ad09518695c6c3712ac10a214be5109a655671,562580.1348680359
0x772396dd44ce3d347838bfec437cb32f534963f2,561860.0
0x9445bd19767f73dcae6f2de90e6cd31192f62589,561759.8769412667
0xa23cbcdfafd09de2ce793d0a08f51865885be3f5,560133.5057887121
0x17c25af19ec65ca9f16cf71b9bc65ba2cc36cc14,545768.8215847663
0x4fb312915b779b1339388e14b6d079741ca83128,539532.0
0xb8ba36e591facee901ffd3d5d82df491551ad7ef,537962.9530594901
0x3f6524bbab05fd836710fbbf9adc6268e42abd80,528702.8228731687
0x74503b033c60f9d2ceaaec13710c5b4b782d16cb,515650.03158834146
0x9d5c5e364d81dab193b72db9e9be9d8ee669b652,508070.6903365255
0xa693b19d2931d498c5b318df961919bb4aee87a5,507138.59605320997
0x4a2c2f7f38e21ff6e28eee2db3db8d342f3a7b87,503227.636697423
0x3c61f8ae01e8ebe940b1e97f98d775e60d327cfe,501060.71323347
0x9039d8e2772dbb94b974dc7db22af360a8e039b6,500000.0
0xb294e73d96f5aa9614bb0fb810cf6aef07aae6ca,500000.0
0x9723becf4be8314da27355656f29779f599fcaf5,500000.0
0x95d708dbe851c145ec144dd0225eee79cb60eb8f,500000.0
0xd5d5df9197096c4de97c46d8a7ee129010ef59bc,493423.53416472
0xb76b2f25ec710db574cc4d20d7ef67d7b407406e,489956.99195209437
0x2407b9b9662d970ece2224a0403d3b15c7e4d1fe,482913.28375
0x84119e837dbef0f4fb877681687a2869b220533b,482311.6888832204
0x6755a91bf2f0f5cd711b97c433b737a0d8b4f069,479232.94100017
0x0c2da920e577960f39991030cfbdd4cf0a0cfebd,477304.29778072383
0xe020b97494ee49629e3c3ab8249729f7788832b6,472601.81101103
0x4ce2a6bc3c5279fab8a3db8a81891f03f7ea776c,470805.1187422466
0xd7e228b7eb0c727706d5955c4c518cb10a3e7a19,466928.76528664
0x5109ebf8da80411187f861592c0af48b95376dc9,466546.97763000004
0x92ea7496eba5f001d620005f88f3e8e686e3d4ea,463146.89
0x6591d4e5f85cd8417235bac57973ab4ba324daae,463011.56039304996
0x0808ca80e4842defb02fd8f8958f87249e3bc9f8,462251.6875
0xfe844ddd675e1a3865070cbc10b3a331b82e2eb1,446803.0133964327
0x3835a58ca93cdb5f912519ad366826ac9a752510,446286.61869387963
0xbf1f08d8baf0ddb2ee8e7436757b9f8d1c7b73d8,443259.2664110306
0x5f65f7b609678448494de4c87521cdf6cef1e932,442687.9176344952
0xcc3908a73ad205f75e84244adf846c82dc5c6b5d,442026.20572445
0x406c6d9e9c31e6e36bb92f05db5231eee8d01ff0,440000.0
0x8a83716acd66d9e1fb18c9b79540b72e04f80ac0,438390.0381082463
0xc3dcd744db3f114f0edf03682b807b78a227bf74,433487.5347223201
0x5a2b38fc594b534b961167946a099cbb4de1db75,432910.41189880046
0x766d5acdbf819dd67dd4afe60d5a2d691484f778,428644.69236442755
0x5e583b6a1686f7bc09a6bba66e852a7c80d36f00,417865.51857395883
0xa2aa047ae84388e17b872bc7f385294a4298edca,413867.5533297884
0x100ae042ef0ea159ecc3513e9a378ff21f3829ba,409089.60358807
0x8b7a3b1ce318591ba6460024ce54b643055a4f48,400082.7
0xf1f87c9d812b4bb37752bbc39eaa6aff3e225fd7,400000.52542894677
0xf639d88a89384a4d97f2ba9159567ddb3890ea07,399999.99999999994
0xb1baf9eb336f6795f3373be04b0a90215e08346d,396193.97389553045
0x9759cb9e1865ebc76ca3e3b6c6eb5e063f18ea75,392029.46170287
0xe4fe4666939dc2eb39867c7e2348d90593b37bce,390575.76876849344
0x58edf78281334335effa23101bbe3371b6a36a51,389138.333610477
0x3a374ec53efd5406d35674a8337eb00a0b17c5c5,385209.91762860777
0x6a37b41b990d2c5fcafe798c4815e1852597bc0b,381171.47847833805
0xaaaff093bbda998bfd1026689affe711f5eeaabc,379104.6
0xfc1946a6c6db37d4dfff2a32862ff83377253870,360014.0
0x0b91e0c63621327d78ea7dd455716199421b4101,356682.23665113567
0x8c2bfa3621f9774cf7c8713128000ecdeac30447,351140.37531479
0x367c42a6f261ec54ffbecf5f41c226be12a3dca0,350000.0
0x0b0f7ebf967146566799229394171fc47f1a765a,346812.42926515575
0xf2be647c432e90b0e1111b279f69e77d2548eee6,344133.1815841794
0x9bdb521a97e95177bf252c253e256a60c3e14447,343162.3282362807
0x51c72848c68a965f66fa7a88855f9f7784502a7f,341698.88944763714
0x314f65a96fc8a8c46a4a82a7f2da265db64f0baa,341688.87015803
0xb05262d4aaaa38d0af4aab244d446ebdb5afd4a7,341313.33465833083
0xe14e174f4a9372b3b2b113e7c96386b791822e6c,341060.3097586865
0x19184ab45c40c2920b0e0e31413b9434abd243ed,339955.41
0x7376b927836243f21b327164055891eb4290f213,330600.3155433711
0xe5f392062aa17539b946d96694422c4dae77cf07,330126.17103622656
0x8782163068c7cd74d2510768a61135c1e4eb07b3,329990.25255025004
0xc4605de4373245a628a84866771b66c895eefaae,328397.95811158395
0x4ee98b27eef58844e460922ec9da7c05d32f284a,328202.76768251695
0x5fd58d54618a31cac1052a5cf73e8bbc9b4eec17,325258.260628754
0x8d78908eeb5c912c3847e183a2de0127cb5fc595,323860.6317715363
0xb01bab994b52a37a231551f00a1b7cacd43bc8c9,322539.9693007893
0x4540f4a2a49a2c2e1040c94527d4d16028940234,320570.384959
0x5db2d2a055466e0c5d4cf09869cf2e2cfc47b157,319677.90988017595
0x5240b03be5bc101a0082074666dd89ad883e1f9d,317512.52506095014
0x449952a5f40fddfd4da984d092ed422bf3ba5839,316095.20717025
0x6697e711b7f7440720d1c4fac253262f0a1ce8da,315561.2366
0x244b5375b3c4fda04c70c7aca5093ae17fd8dddf,313185.5865813989
0xa2482aa1376beccba98b17578b17ece82e6d9e86,313000.0
0xce3e42a9fadd0b534349332b2068a5b6bcf1d580,309566.95168713003
0x409f91021cc46b8bfe66213e96631d834f18e088,308919.53102117917
0x7292586fd198c8a2fb92652457224965b10cfd2d,308767.32168285706
0x5a31b599aa167ea34f80440dd211eef44071b412,308530.82699825004
0x8d7e07b1a346ac29e922ac01fa34cb2029f536b9,306565.598907085
0x85257f61bcf59f7498007d8e08d6efb7ac1eef4c,301156.6528339565
0x99dbc5605771432036558344a96b5b2f29656012,300000.903
0x86645b39f985ddbddcfbb47194ed4f53d18c6491,299000.0
0x63ba0d945e503179dbc8f4c63570ea14ab686728,299000.0
0x09d38f1f43a5728e020c652c0bbb53deb7a96259,299000.0
0xd292b72e5c787f9f7e092ab7802addf76930981f,298186.2394207564
0x4ed6cf63bd9c009d247ee51224fc1c7041f517f1,297478.819065
0x7a759a170c3aea65b3b373299d33bf5221785c48,297229.78363821283
0xd9e2481fc43525d2606ea318870bf88df2563240,293961.8713364937
0xe2599ea5cc20370f220b822aa4dda7d8dc7e31fc,290223.83521
0x76cc60582cd6c3ed4e8a163df55aad9937454087,289812.9778952442
0xde2faca4bbc0aca08ff04d387c39b6f6325bf82a,288357.04410000227
0x4659d5ff63a1e1edd6d5dd9cc315e063c95947d0,286919.0030702776
0x3e00c836ad96a845a20ca05e1e56d7a8ad5adbf7,286819.98425807
0x4a7095c3ff70cb309c17f3c1203c5c095927b795,286363.28573731
0x90a7eb75418b9588f0103b7356f88f666d4c88a1,285444.6655422743
0xb10196d4976bbf653dfd5da01b475cc8f5fb59e0,282700.4511636782
0x9d11fd27af6b20052ac230636e50f3441f7f6df7,273678.58172306
0x274d9e726844ab52e351e8f1272e7fc3f58b7e5f,272860.08857300045
0xc2430f590e48f09fba1b64e50a5c184fcfebf14d,271382.02470174996
0xca5e26b0e5c91725a9b4e95006c47cc0ec30c511,265519.19912125
0x1e02702e1d91ca4623b4dfccc2a2c0b66fec0673,265445.14300711156
0xfb9492bac9ea3ef8662962d1a099b4a10ac6d6d1,264901.01328127
0x296d6f2e6471a0ec0d8911ad1165690967ce7b43,263050.72084436
0x21a1bfeca587c85c006f378aba68ace1a560d90c,262424.2247396915
0x44f096d825b1300870c43c204d6e544b6812d2c0,262140.40820609
0x5308c6d2581f6f33fe01e557d35d2bf3756f1e64,261965.71224999998
0x35f9dcce0585ee667948617c08865b1d8068ac97,261500.04314492
0xb34fde7942019c254dfa5bd25a40cba03cc7c1bd,259520.00000000003
0xb742da24d6d5803b6c5e4f5bf0ff2c0ef1e94f55,258428.8219202112
0x0f39fea120adf240b8ed460d4a47acdcd78e10b9,256706.19925083307
0x63504639e365763836e9b135916de3d08304fbeb,253470.96606289904
0x8de6c268717fa797ce0489bf76cce982a3db30b1,253469.2566
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,250477.66148138966
0x0c59db66b5d4d3ffdafaf10cce16dadc8f7a1027,250316.98404826998
0x30bc83e68a89443ad2805f0fbe34b6993bb2888e,249995.06133
0x442cfb5dcb07e1ec92ece8344bf701a3206308d9,248504.01
0xdd78c5f0886ef4b32f4f53d44d0574ded031a6b6,248379.201875089
0x1e5c797a569276bda2ee21750186000e01d2bb5b,245618.5000335987
0x923d2f38fd86bc66478b990168b8e0d4d64d1fc8,245405.8610325477
0xf8fa0b3899de5b4b3cb0cff65b528acdd2d163f3,244773.48550537718
0x3f4e97042206d50ac2d4d0db1b8af092239e2cce,244067.60683607892
0x18e226459ccf0eec276514a4fd3b226d8961e4d1,241714.79786410002
0x900bb0394f4e5fa723d2d4c4ca2702214a5368bf,240092.85401879626
0x747e0f15103eee76ac1cadf13a5bd44f41e54b94,239634.754109211
0x564b226797b8ef4aacaaa4577ea70408b86def64,239409.62127195677
0xb92191cc0db824f724b9f676825764260de4de40,238867.59305698
0x118177a63c5878d5a811b6d7dce23112d39a8bc1,238826.0978
0x7db5e9973bcc03ec618fcfbad6844d4d86c6f575,238197.15332067397
0x71ae848458feda90da829b70875343552dc821a0,237912.25913520542
0x897bdbcefb51457b2051079105b2d729bbfbb7fc,236980.28565515
0x2dbcbdb6ed8df05ddc859bd9e06a53e93e1c9561,235574.62997356674
0xc82133f48b430f70b678caf641fd96670dd867ee,235400.79337452957
0x1a2ed985a0318b2b9a6e17168f9ca03c048ac35a,234999.99999999997
0xa7986ba24901bf839458e6d7d97a6538ae6254f5,234102.7110864142
0x9bed487e19f27b7b340a94b7bcfcdbc3d1971f71,234030.193
0x44d8fab7cd8b7877d5f79974c2f501af6e65abba,232604.25016059913
0x5d8f42503ea6e7807daf04047aa749e43847be09,232594.205
0x7ab547eeb169a227f8bf66696c28ac687e2a7e37,231330.96121334002
0xcdfd5e8956861ae7a9105b24d1d17d5bdd8ffa6f,231108.15356738114
0x478271c960137418c9d90082dddbf68aa72e4367,228893.96
0x0a778a9e90a8a262e143713bd0487633859571c6,228664.97488999998
0x27af1d3265874294f8e4a735f1d24906a2b94144,226321.6564417639
0xc31a0b6bd444623a09256e82141f7d04b0c14c51,225114.88439999998
0xaa24567ddcf78386bf65fd4db44a77a9c0ec44cf,225100.13999999998
0x4806a580fea1859a56db79106b7a0f0adbc326b5,224809.42044349998
0x3da1313ae46132a397d90d95b1424a9a7e3e0fce,224489.87315444363
0x94e54e7dac92f96631d15c6119d329dbb778b764,224224.93741305152
0x85dcd76d4fbd3aa0c85c27b9441222c19a14134b,223172.2
